"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2013","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",68.59,2.3,347785,"",1124.28,2.54,6290212,"",219.9,2.7,1309463,"",180.3,3.03,1204025,"",57.28,3.68,464900,"",27.64,4.32,263439,"",9.25,3.08,62796,"",4.23,2.87,26762,"",.27,3.39,1992,"",,,,"*",,,,"*",1691.73,2.67,9971372,"*"
"2013","O","NPA","NEWPORT AREA PORTS",3.95,1.83,15889,"",65.5,2.34,337460,"",1343.34,2.56,7583293,"",243.84,2.85,1530071,"",179.2,3.27,1291547,"",43.95,3.83,371116,"",16.69,4.91,180680,"",11.29,4.04,100452,"",6.65,4.11,60230,"",5.45,4.25,51095,"",.35,4.29,3323,"",.8,4.43,7837,"",1921,2.72,11532992,""
"2013","O","TLA","TILLAMOOK AREA PORTS",.71,3.36,5271,"",8.98,2.35,46464,"",220.22,2.57,1249957,"",41.62,2.73,250335,"",53.47,3.15,371302,"",13.22,3.77,110027,"",9.41,4.76,98816,"",9.77,3.3,71082,"",9.34,2.96,60991,"",4.98,3.15,34557,"",0,0,0,"",0,0,0,"",371.71,2.81,2298803,""
"2013","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"*"
"2013","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",86.2,2.3,437976,"",1040.18,2.52,5785933,"",231.49,2.75,1401859,"",108.53,2.92,698906,"",26.83,3.76,222433,"",10.13,3.74,83429,"",9.46,3.52,73413,"",8.98,3.39,67134,"",13.84,3.32,101290,"",9.3,3.33,68214,"",,,,"*",1544.94,2.62,8940587,"*"
"2013","W","CWA","WASHINGTON COASTAL PORTS",105.21,2.97,689965,"",749.83,2.8,4628228,"",2391.1,2.49,13147383,"",1728.2,2.8,10658068,"",588.37,3.14,4067416,"",241.78,3.56,1899390,"",135.65,4.42,1320661,"",72.14,3.18,506360,"",41.72,2.97,272967,"",37.21,3.7,303477,"",35.02,4.28,330821,"",,,,"*",6126.23,2.8,37824736,"*"
"2013","W","NPS","NORTH PUGET SOUND PORTS",328.65,3.91,2832281,"",194.65,4.53,1942187,"",173.68,3.41,1304763,"",312.16,3.42,2354305,"",223.29,3.76,1852100,"",114.15,4.2,1055664,"",54.96,5.27,638589,"",581.12,2.94,3767493,"",381.03,3,2518801,"",160.89,5.74,2037051,"",141.25,5.32,1655408,"",932.67,3.59,7387479,"",3598.5,3.7,29346121,""
"2013","W","SPS","SOUTH PUGET SOUND PORTS",26.14,4.08,234930,"",31.63,4.69,326891,"",31.47,3.1,214870,"",62.02,3.14,429041,"",77.24,3.45,587963,"",30.5,4.1,275909,"",24.99,5.47,301139,"",90.61,3.47,692595,"",24.32,3.07,164358,"",29.31,4.29,276977,"",30.39,5.15,345034,"",57.52,3.79,481049,"",516.13,3.81,4330756,""
"2013","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2013","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2014","C","BDA","BODEGA BAY AREA PORTS",694.4,3,4588669,"",256.73,3,1698467,"",82.68,3.67,669593,"",40.64,5,448405,"",32.76,5.25,379472,"",27.53,5.77,350168,"",20.29,5.82,260240,"",15.61,4.48,154101,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1170.63,3.31,8549115,""
"2014","C","BGA","FORT BRAGG AREA PORTS",,,,"*",146.22,2.84,916106,"",51.23,3.67,413988,"",17.51,5.11,197432,"",9.76,5.6,120479,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",224.72,3.33,1648005,"*"
"2014","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",902.23,2.86,5678872,"",311.55,3.55,2437018,"",102.38,5.09,1147787,"",54.87,5.7,689404,"",20.49,6.19,279487,"",22.88,6.38,321718,"",6.24,4.11,56570,"",1.16,3.86,9829,"",0,0,0,"",0,0,0,"",0,0,0,"",1421.81,3.39,10620685,""
"2014","C","ERA","EUREKA AREA PORTS",28.75,3.16,200149,"",920.02,2.83,5733170,"",269.69,3.53,2097814,"",100.41,5.07,1121399,"",62.42,5.6,770412,"",33.91,6.49,484891,"",47.92,7.25,765518,"",9.72,4.59,98239,"",4.64,3.97,40601,"",0,0,0,"",0,0,0,"",0,0,0,"",1477.48,3.47,11312194,""
"2014","C","MNA","MONTEREY AREA PORTS",54.07,3.11,371121,"",82.2,3.13,566718,"",70.85,3.52,549986,"",54,4.45,529377,"",44.33,4.89,477838,"",24.23,5.28,282320,"",21.14,5.6,261138,"",36.74,4.24,343467,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",387.55,3.96,3381964,""
"2014","C","MRA","MORRO BAY AREA PORTS",10.93,3.21,77317,"",35.81,3.3,260351,"",71.67,3.88,613472,"",70.79,5.03,785238,"",52.09,5.92,680246,"",55.91,6.56,808719,"",20.5,7.6,343319,"",26.31,5.24,303814,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",344.01,5.11,3872476,""
"2014","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2014","C","SFA","SAN FRANCISCO AREA PORTS",1981.73,3.02,13214402,"",487.23,3.1,3326895,"",130.71,3.9,1122794,"",83.22,5.03,922156,"",67.5,5.42,807152,"",65.92,5.79,841459,"",39.62,6.34,553408,"",34.88,4.53,348297,"",,,,"*",0,0,0,"",,,,"*",0,0,0,"",2890.81,3.32,21136563,"*"
"2014","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2014","O","BRA","BROOKINGS AREA PORTS",,,,"*",387.62,2.78,2374773,"",173.78,3.56,1364691,"",62.74,5.16,713586,"",20.8,5.3,243049,"",18.06,5.17,205772,"",14.03,5.59,173008,"",7.91,4.96,86493,"",13.57,3.98,119021,"",6,3.98,52625,"",0,0,0,"",0,0,0,"",704.5,3.43,5333016,"*"
"2014","O","CBA","COOS BAY AREA PORTS",.39,.29,243,"",859.19,2.81,5327297,"",425.46,3.76,3522742,"",131.25,5.6,1620519,"",70.6,6.51,1012995,"",39.56,6.79,591724,"",29.29,7.27,469554,"",9.43,4.94,102681,"",6.7,4.26,62952,"",1.68,4.37,16190,"",.2,3.94,1723,"",.18,4.39,1763,"",1573.94,3.67,12730382,""
"2014","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",1049.37,2.79,6445554,"",367.2,3.55,2874331,"",84.82,5.38,1006901,"",31.63,5.91,412182,"",21.02,5.72,265043,"",15.93,5.86,205603,"",4.99,4.28,47113,"",5.98,3.53,46473,"",3.04,3.25,21798,"",,,,"*",0,0,0,"",1583.98,3.24,11324998,"*"
"2014","O","NPA","NEWPORT AREA PORTS",2.41,2.99,15883,"",1393.75,2.83,8693473,"",668.02,3.76,5543497,"",129.32,5.63,1605199,"",97.1,6.31,1349849,"",33.72,6.98,518570,"",24.36,7.22,387893,"",10.22,4.23,95351,"",11.38,4.41,110522,"",6.07,4.65,62272,"",2.21,5.16,25132,"",.6,6.22,8220,"",2379.16,3.51,18415859,""
"2014","O","TLA","TILLAMOOK AREA PORTS",,,,"*",159.64,2.79,980741,"",58.17,3.59,460162,"",25.64,5.27,297720,"",8.74,5.95,114749,"",9.95,6.3,138233,"",13.08,6.21,179086,"",7.51,3.92,64875,"",11.97,3.66,96476,"",8.9,3.7,72648,"",0,0,0,"",0,0,0,"",303.61,3.59,2404690,"*"
"2014","O","XXX","WITHHELD FOR CONFIDENTIALITY**",1.74,.11,407,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",1.74,.11,407,"*"
"2014","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",918.02,2.79,5641922,"",252.8,3.63,2021444,"",51.15,5.18,584551,"",20.52,5.39,243671,"",12.14,6.45,172544,"",9.94,6.42,140533,"",3.99,4.72,41502,"",21.44,4.05,191201,"",96.24,4.43,940955,"",30.42,4.47,299674,"",,,,"*",1416.64,3.29,10277995,"*"
"2014","W","CWA","WASHINGTON COASTAL PORTS",144.43,3,955888,"",922.46,2.85,5801535,"",1242.03,4.22,11543133,"",410.47,5.45,4927938,"",129.89,6.04,1729618,"",51.89,6.46,739104,"",75.42,6.38,1061689,"",53.54,3.63,427904,"",90.92,3.67,734701,"",186.35,4.7,1929345,"",136.11,3.91,1173068,"",24.8,3.75,205128,"",3468.31,4.08,31229051,""
"2014","W","NPS","NORTH PUGET SOUND PORTS",302.8,4.65,3102503,"",148.07,3.65,1190140,"",211.84,4.8,2240884,"",150.79,5.87,1951425,"",126.98,6.74,1886789,"",33.86,6.48,483767,"",66.46,4.39,642491,"",531.07,3.22,3764833,"",298.75,4.04,2663332,"",40.6,6.71,601009,"",209.23,4.01,1849248,"",1179.52,3.58,9316257,"",3299.97,4.08,29692678,""
"2014","W","SPS","SOUTH PUGET SOUND PORTS",30.51,4.49,301809,"",21.17,3.2,149171,"",57.41,4.33,548256,"",53.54,5.29,624834,"",25.63,6.32,357003,"",17.57,6.41,248253,"",37.26,5.49,450899,"",61.85,3.25,442729,"",30.5,4.04,271414,"",29.4,5.4,349877,"",49.34,4.25,462696,"",48.04,3.72,394219,"",462.21,4.52,4601160,""
"2014","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2014","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2015","C","BDA","BODEGA BAY AREA PORTS",924.92,3,6125849,"",201.93,3.68,1638568,"",83.92,4.76,881083,"",36.03,6.15,488407,"",12.88,6.78,192597,"",10.49,6.24,144402,"",9.55,5.91,124309,"",12.58,3.18,88154,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1292.3,3.4,9683369,""
"2015","C","BGA","FORT BRAGG AREA PORTS",4.83,3.02,32164,"",151.22,3.62,1208349,"",58.35,4.68,602098,"",5.21,6.14,70589,"",.46,6.32,6380,"",1.83,5.95,24034,"",,,,"*",32.85,3.49,252765,"",78.35,3.36,580307,"",0,0,0,"",0,0,0,"",0,0,0,"",333.1,3.78,2776687,"*"
"2015","C","CCA","CRESCENT CITY AREA PORTS",,,,"*",495.93,3.48,3801462,"",58.03,4.76,609347,"",10.13,6.28,140321,"",5.38,7.4,87832,"",2.27,6.95,34820,"",2.05,4.88,22030,"",5.74,3.96,50074,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",579.54,3.71,4745887,"*"
"2015","C","ERA","EUREKA AREA PORTS",,,,"*",553.79,3.44,4203434,"",84.46,4.86,905010,"",15.01,6.61,218718,"",4.33,6.95,66321,"",6.56,6.22,89997,"",4.91,5.62,60790,"",9.37,3.59,74139,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",678.42,3.76,5618408,"*"
"2015","C","MNA","MONTEREY AREA PORTS",141.15,3.04,945760,"",79.68,3.64,638764,"",73.69,4.64,754402,"",35.55,6.09,477104,"",23,7.36,373305,"",13.89,6.97,213358,"",10.46,6.61,152380,"",8.21,4.52,81840,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",385.62,4.28,3636914,""
"2015","C","MRA","MORRO BAY AREA PORTS",21.06,3.06,142281,"",26.83,3.76,222677,"",93.95,4.63,959710,"",63.13,7.35,1023599,"",73.56,7.75,1257161,"",37.02,7.59,619465,"",26.9,7.36,436436,"",10.66,5.06,118880,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",353.11,6.14,4780207,""
"2015","C","SFA","SAN FRANCISCO AREA PORTS",2813.9,3.03,18800046,"",617.67,3.71,5049626,"",224.32,4.79,2371039,"",67.28,6.43,953869,"",39.18,7.57,653983,"",18.64,6.96,286124,"",10.97,6.94,167754,"",5.15,4.3,48758,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",3797.1,3.38,28331200,""
"2015","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2015","O","BRA","BROOKINGS AREA PORTS",,,,"*",149.96,3.63,1199129,"",36.37,4.64,372161,"",10.59,6.05,141224,"",11.01,6.89,167098,"",14.22,6.96,218224,"",16.6,5.07,185475,"",27.29,3.43,206609,"",48.44,3.3,352375,"",24.74,3.13,170495,"",0,0,0,"",0,0,0,"",339.21,4.03,3012790,"*"
"2015","O","CBA","COOS BAY AREA PORTS",.48,.5,527,"",875.64,3.67,7077967,"",139.36,5.05,1552534,"",37.93,8.06,674290,"",17.3,6.88,262332,"",13.21,7.1,206901,"",18.51,5.61,228981,"",12.39,3.62,98896,"",11.06,3.87,94385,"",7.48,4.27,70444,"",1.5,4.16,13782,"",2.24,4.12,20396,"",1137.1,4.11,10301435,""
"2015","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",776.28,3.61,6169911,"",144.6,4.99,1589869,"",29.14,7.55,484824,"",16.6,6.88,251717,"",5.78,5.71,72804,"",4.12,4.57,41564,"",1.43,3.73,11785,"",1.47,3.9,12653,"",.09,1.89,382,"",,,,"*",,,,"*",979.54,4,8635509,"*"
"2015","O","NPA","NEWPORT AREA PORTS",.5,2.77,3069,"",828.28,3.66,6687295,"",157.67,4.96,1724909,"",43.63,7.9,759747,"",19.27,7.52,319476,"",12.15,7.18,192407,"",25.53,5.18,291637,"",21.1,3.61,167762,"",16.61,4.22,154362,"",11.67,4.82,123907,"",3.18,5.6,39280,"",6.22,4.34,59550,"",1145.81,4.17,10523400,""
"2015","O","TLA","TILLAMOOK AREA PORTS",,,,"*",80.81,3.58,638027,"",25.07,4.77,263780,"",7.14,6.67,105060,"",5.33,7.61,89423,"",3.65,6.91,55554,"",3.32,6.46,47303,"",3.78,5.11,42646,"",8.36,4.23,77888,"",7.3,3.93,63275,"",0,0,0,"",,,,"*",144.76,4.33,1382954,"*"
"2015","O","XXX","WITHHELD FOR CONFIDENTIALITY**",1,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",1,0,0,"*"
"2015","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",796.87,3.59,6298774,"",204.98,4.93,2228909,"",38.5,6.91,586169,"",12.37,6.76,184350,"",4.35,6.35,60864,"",3.68,6.4,51901,"",1.91,4.73,19929,"",4.11,4.63,41927,"",3.27,4.62,33330,"",0,0,0,"",,,,"*",1070.04,4.03,9506153,"*"
"2015","W","CWA","WASHINGTON COASTAL PORTS",191.33,3.06,1291664,"",938.21,3.73,7705526,"",1236,4.86,13238641,"",214.25,7.81,3690050,"",60.68,6.54,874969,"",22.97,5.84,295847,"",54.32,5.87,702888,"",38.22,3.43,289066,"",35.67,3.38,265665,"",12.41,4.87,133174,"",48.33,4.55,484671,"",24.05,4.08,216444,"",2876.45,4.6,29188604,""
"2015","W","NPS","NORTH PUGET SOUND PORTS",255.6,4.11,2315414,"",381.83,4.19,3526326,"",283.09,5.4,3367221,"",153.69,7.31,2475242,"",157.39,6.43,2230333,"",5.35,6.43,75863,"",52.46,4.36,504278,"",637.01,3.21,4514517,"",110.13,4.16,1009711,"",225.79,5.41,2693910,"",119.31,4.95,1301408,"",1166.28,3.81,9798894,"",3547.92,4.32,33813117,""
"2015","W","SPS","SOUTH PUGET SOUND PORTS",21.67,3.4,162473,"",49.79,4,438770,"",74.52,5.08,834584,"",46.5,7.14,731972,"",18.92,6.42,268037,"",9.17,6.74,136245,"",38.1,4.76,400146,"",43.44,3.13,299703,"",37.88,3.77,315135,"",53.52,5.52,650948,"",40.6,4.53,405936,"",72.96,3.78,608677,"",507.06,4.7,5252626,""
"2015","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2015","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2016","C","BDA","BODEGA BAY AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",54.52,2.92,351062,"",588.19,3.12,4048346,"",186.06,3.5,1435192,"",36.37,3.36,269085,"",2.71,3.4,20325,"",0,0,0,"",0,0,0,"",0,0,0,"",867.85,3.2,6124010,"*"
"2016","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",57.24,3.14,396290,"",144.89,3.06,977007,"",104.52,3.28,755148,"",27.88,3.65,224267,"",0,0,0,"",0,0,0,"",0,0,0,"",334.54,3.19,2352712,""
"2016","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",590.59,3.1,4035271,"",190.86,3.33,1402565,"",21.92,3.4,164456,"",0,0,0,"",0,0,0,"",0,0,0,"",803.38,3.16,5602292,""
"2016","C","ERA","EUREKA AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",506.32,3.12,3479252,"",171.39,3.3,1245445,"",25.03,3.55,195865,"",0,0,0,"",0,0,0,"",0,0,0,"",702.74,3.18,4920562,"*"
"2016","C","MNA","MONTEREY AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",37.61,2.96,245146,"",148.55,3.18,1041878,"",65.58,3.35,484309,"",21.71,3.6,172304,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",273.45,3.22,1943638,"*"
"2016","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",4.65,3.19,32679,"",115.84,3.23,823998,"",162.77,3.44,1235881,"",71.04,4.06,636300,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",354.3,3.49,2728858,""
"2016","C","SFA","SAN FRANCISCO AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",170.15,2.93,1099706,"",1619.02,3.15,11252208,"",388.76,3.47,2970249,"",68.82,3.67,556145,"",1.61,3.59,12697,"",,,,"*",,,,"*",0,0,0,"",2248.36,3.21,15891004,"*"
"2016","C","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"*"
"2016","O","BRA","BROOKINGS AREA PORTS",,,,"*",0,0,0,"",394.89,3.15,2742647,"",176.7,4.49,1748124,"",68.14,4.49,674811,"",49.44,3.94,429769,"",54.42,3.43,410990,"",16.17,3.6,128469,"",15.58,3.61,123996,"",12.56,3.54,98149,"",0,0,0,"",0,0,0,"",787.91,3.66,6356954,"*"
"2016","O","CBA","COOS BAY AREA PORTS",1.31,1.89,5450,"",0,0,0,"",1045.82,3.13,7217717,"",280.38,4.93,3048503,"",58.94,5.61,729476,"",42.94,4.46,422051,"",13.01,4.86,139272,"",7.46,4.4,72299,"",7.24,4.53,72304,"",5.38,4.56,54108,"",1.01,4.45,9897,"",1.66,4.32,15839,"",1465.16,3.65,11786914,""
"2016","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",0,0,0,"",1500.23,3.06,10116263,"",366.08,4.6,3711104,"",78.14,4.56,785341,"",35.95,3.95,312748,"",14.86,4.23,138473,"",8.61,4.44,84262,"",1.24,3.77,10269,"",1,3.8,8389,"",.03,0,0,"",,,,"*",2006.13,3.43,15166849,"*"
"2016","O","NPA","NEWPORT AREA PORTS",2.38,2.52,13201,"",0,0,0,"",1369.59,3.18,9587140,"",337.82,4.87,3626385,"",87.39,5.51,1062253,"",60.87,4.61,618453,"",21.37,5.02,236510,"",13.71,4.66,140966,"",11.14,4.99,122496,"",9.57,4.78,100809,"",4.69,4.89,50612,"",3.98,4.2,36858,"",1922.51,3.68,15595682,""
"2016","O","TLA","TILLAMOOK AREA PORTS",.34,4.92,3712,"",0,0,0,"",148.7,3.19,1046168,"",61.79,4.61,627548,"",23.54,5.36,278173,"",10.61,4.53,105992,"",11.34,5.11,127838,"",6.85,4.66,70382,"",7.92,4.54,79277,"",6.19,4.8,65552,"",,,,"*",,,,"*",277.29,3.93,2404641,"*"
"2016","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2016","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",0,0,0,"",1068.19,3.11,7325233,"",228.68,4.55,2296266,"",53.89,4.82,572346,"",20.55,4.31,195135,"",5.75,4.66,58997,"",4.57,5.08,51169,"",5.72,5.2,65573,"",10.27,4.89,110638,"",6.52,4.42,63467,"",,,,"*",1404.14,3.47,10738825,"*"
"2016","W","CWA","WASHINGTON COASTAL PORTS",374.11,4.11,3391234,"",156.93,4.51,1560072,"",2647.51,3.16,18464772,"",712.27,4.62,7255477,"",229.17,4.76,2404775,"",127.48,4.36,1224520,"",23.46,4.3,222346,"",22.76,3.84,192675,"",19.99,3.8,167300,"",14.2,4.05,126896,"",19.94,4.25,186998,"",32.84,4.02,291319,"",4380.66,3.67,35488384,""
"2016","W","NPS","NORTH PUGET SOUND PORTS",382.15,4.87,4100286,"",433.15,6.31,6029077,"",318.3,3.95,2773581,"",227.36,5.6,2808866,"",155.38,5.89,2017392,"",22.91,4.94,249451,"",36.99,5.3,431917,"",258.8,3.81,2176194,"",154.33,5.03,1712994,"",378.55,5.23,4361609,"",194.79,5.64,2420542,"",988.18,3.92,8530522,"",3550.89,4.8,37612432,""
"2016","W","SPS","SOUTH PUGET SOUND PORTS",56.06,4.8,593195,"",56.08,6.42,793872,"",111.31,3.4,835498,"",86.08,5,948394,"",39.01,5.08,436896,"",24.2,4.5,239856,"",22.03,5.37,260904,"",27.5,4.23,256619,"",36.49,4.39,352977,"",59.96,5.24,692712,"",35.81,5.77,455882,"",93.38,4.16,856828,"",647.93,4.71,6723633,""
"2016","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",4.21,4.46,41448,"",13.09,4.76,137537,"",25.15,4.93,273289,"",29.42,4.99,323578,"",78.38,3.85,664992,"",150.26,4.35,1440844,"*"
"2016","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2017","C","BDA","BODEGA BAY AREA PORTS",346.98,3.01,2302675,"",604.29,3.02,4028019,"",230.56,2.96,1505236,"",116,3.07,785260,"",62.77,3.32,459694,"",67.7,4.38,653673,"",57.33,4.61,582489,"",29.04,4.87,312037,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1514.67,3.18,10629084,"*"
"2017","C","BGA","FORT BRAGG AREA PORTS",,,,"*",,,,"*",270.69,2.88,1718979,"",171.55,3,1133607,"",63.35,3.26,455522,"",50.8,4.23,473664,"",35.06,4.5,347502,"",18.79,4.85,200871,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",610.26,3.22,4330146,"*"
"2017","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",2246.65,3.01,14901266,"",368.8,2.89,2350941,"",149.66,3,989871,"",72.38,3.41,544521,"",38.41,4.39,371986,"",18.96,4.47,186974,"",6.97,4.63,71110,"",11.45,4.69,118440,"",0,0,0,"",0,0,0,"",0,0,0,"",2913.26,3.04,19535109,""
