year,month,port,SDM_60,SDM_90
2008,1,MRA,0.2575313574472017,0.21682737721048317
2008,1,SBA,0.44815198031644665,0.3950880277032418
2008,1,LAA,0.4546164444780499,0.38681994923971197
2008,1,SDA,0.37470093342134764,0.30826690860030187
2008,1,CA2,NA,NA
2008,2,NPS,NA,NA
2008,2,SPS,NA,NA
2008,2,CWA,0.19184364949785906,0.141893674913874
2008,2,CLW,0.2608790300067639,0.16842699258356075
2008,2,WA5,NA,NA
2008,2,CLO,0.26541897602887865,0.17737996491256233
2008,2,TLA,0.19305014827679812,0.13693105793311514
2008,2,NPA,0.17325621377837908,0.12725400587710678
2008,2,CBA,0.16023347753135112,0.12222082914550074
2008,2,BRA,0.18996393328140987,0.14924099776183045
2008,2,OR1,NA,NA
2008,2,CCA,0.19931696297852516,0.1612184229709544
2008,2,ERA,0.2292287132628572,0.16901858337153716
2008,2,BGA,0.20915596540160905,0.1626098991012592
2008,2,BDA,0.2701085424800029,0.21349266917150425
2008,2,SFA,0.35380698366442026,0.26831514574587345
2008,2,MNA,0.27633124482871474,0.22286943423990127
2008,2,MRA,0.28195123771372016,0.237091586992238
2008,2,SBA,0.5114941234518399,0.4551028480162646
2008,2,LAA,0.43195911852417057,0.3695109560782256
2008,2,SDA,0.35646121486507615,0.2947334058495795
2008,2,CA2,NA,NA
2008,3,NPS,NA,NA
2008,3,SPS,NA,NA
2008,3,CWA,0.25634774060589194,0.1918300154406244
2008,3,CLW,0.3287765972953003,0.2209109215198869
2008,3,WA5,NA,NA
2008,3,CLO,0.33054263462794814,0.22619992756019028
2008,3,TLA,0.23534383733889908,0.16824013807764868
2008,3,NPA,0.2218820348108938,0.1555712313551127
2008,3,CBA,0.18203836722829733,0.14064515747128012
2008,3,BRA,0.22271140110771037,0.17566613205095363
2008,3,OR1,NA,NA
2008,3,CCA,0.2540179462428685,0.19766067128129322
2008,3,ERA,0.26104758888093527,0.198381423611018
2008,3,BGA,0.19894219780320763,0.15992738771398451
2008,3,BDA,0.21425679154369173,0.19465580330657598
2008,3,SFA,0.3988135593043785,0.2677155788720829
2008,3,MNA,0.29729229611485947,0.22479755415628522
2008,3,MRA,0.24845197648202377,0.20145928265630675
2008,3,SBA,0.5421212034960908,0.4850113609361543
2008,3,LAA,0.5718953238565642,0.49437869350211344
2008,3,SDA,0.4175786677171974,0.3591406208590517
2008,3,CA2,NA,NA
2008,4,NPS,NA,NA
2008,4,SPS,NA,NA
2008,4,CWA,0.3432991906301015,0.2660904837544689
2008,4,CLW,0.4185497115065575,0.2995384160461858
2008,4,WA5,NA,NA
2008,4,CLO,0.4266957946166041,0.3100467898528976
2008,4,TLA,0.3381240014246375,0.2591189954005821
2008,4,NPA,0.3343017004792475,0.2441249881156821
2008,4,CBA,0.2603474057160032,0.19976157278348275
2008,4,BRA,0.22179395797592338,0.18050146011835533
2008,4,OR1,NA,NA
2008,4,CCA,0.26481556188254085,0.19835850436288194
2008,4,ERA,0.23523363349638107,0.18796639997503103
2008,4,BGA,0.1658504930083614,0.13912577354646113
2008,4,BDA,0.19283137854510618,0.17566602082702412
2008,4,SFA,0.3724505020415082,0.261756107447048
2008,4,MNA,0.31254889857437873,0.23208444329494304
2008,4,MRA,0.2134787700462098,0.17964209596090244
2008,4,SBA,0.6045475010242727,0.5002759635789332
2008,4,LAA,0.5618860163675842,0.48568351200324655
2008,4,SDA,0.4367027446456339,0.3743083214988624
2008,4,CA2,NA,NA
2008,5,NPS,NA,NA
2008,5,SPS,NA,NA
2008,5,CWA,0.39701832501157636,0.31562897932245787
2008,5,CLW,0.5039360201052074,0.37256389150901925
2008,5,WA5,NA,NA
2008,5,CLO,0.5160833883446895,0.3870950257232666
2008,5,TLA,0.40436067233982065,0.3222269030360138
2008,5,NPA,0.3758669147524666,0.30250042074489053
2008,5,CBA,0.3789801526561006,0.2957960130762764
2008,5,BRA,0.2604839156316855,0.22290570684924715
2008,5,OR1,NA,NA
2008,5,CCA,0.33046980429438766,0.26319906988849046
2008,5,ERA,0.3588124259568759,0.26763108142992537
2008,5,BGA,0.16670587349242422,0.1398800884513799
2008,5,BDA,0.25834995864255167,0.21074199662659288
2008,5,SFA,0.44363863074151794,0.3081480466176532
2008,5,MNA,0.2704442811210772,0.21524114953175782
2008,5,MRA,0.30783517044613906,0.2551541854384358
2008,5,SBA,0.5156300990411671,0.46022069199478455
2008,5,LAA,0.5269652103751309,0.4407171431057399
2008,5,SDA,0.42259105014820914,0.3654810506003609
2008,5,CA2,NA,NA
2008,6,NPS,NA,NA
2008,6,SPS,NA,NA
2008,6,CWA,0.4518692547447152,0.3553938242323206
2008,6,CLW,0.5230351417862549,0.4245843150684439
2008,6,WA5,NA,NA
2008,6,CLO,0.5270142034760543,0.4405262257461671
2008,6,TLA,0.44349979789204935,0.37615764648046185
2008,6,NPA,0.2685344269141705,0.25768544286959344
2008,6,CBA,0.29777175614797563,0.23940559586099056
2008,6,BRA,0.2798462932218387,0.21644235772769643
2008,6,OR1,NA,NA
2008,6,CCA,0.32826611704900455,0.25682330605717235
2008,6,ERA,0.3811796506545667,0.2594131993939695
2008,6,BGA,0.19041987063880597,0.1497691536402198
2008,6,BDA,0.2823863964251898,0.21854807273908095
2008,6,SFA,0.3925239975107651,0.2998652104591882
2008,6,MNA,0.3006718493860077,0.23844624252642616
2008,6,MRA,0.4398710447610641,0.3494619510616317
2008,6,SBA,0.6380083695261015,0.5511595532590268
2008,6,LAA,0.5715121006933592,0.4898900086759269
2008,6,SDA,0.45373904738446763,0.4070723554417687
2008,6,CA2,NA,NA
2008,7,NPS,NA,NA
2008,7,SPS,NA,NA
2008,7,CWA,0.4214637331296039,0.3597126595849525
2008,7,CLW,0.4771009552451323,0.41611607419958235
2008,7,WA5,NA,NA
2008,7,CLO,0.47511473725537,0.4237938719334578
2008,7,TLA,0.3628414336381168,0.3446004239388608
2008,7,NPA,0.2866876036646109,0.255529610597656
2008,7,CBA,0.26147964326555123,0.22133934085656368
2008,7,BRA,0.19280609442987146,0.1739810748884666
2008,7,OR1,NA,NA
2008,7,CCA,0.2630628597401063,0.20609440125511133
2008,7,ERA,0.3461932831519471,0.2541467812419105
2008,7,BGA,0.256523882223153,0.2024693386451699
2008,7,BDA,0.38566010043897364,0.30528523499293586
2008,7,SFA,0.5805593321569956,0.4380609318854347
2008,7,MNA,0.49791942035674763,0.40104206990778546
2008,7,MRA,0.5008679724116322,0.40470646625259055
2008,7,SBA,0.6078008758004314,0.5556410244909653
2008,7,LAA,0.5846223033708787,0.514049328797385
2008,7,SDA,0.4698796994959287,0.40254711856129266
2008,7,CA2,NA,NA
2008,8,NPS,NA,NA
2008,8,SPS,NA,NA
2008,8,CWA,0.5028526315990315,0.38863439958695395
2008,8,CLW,0.568135763498007,0.44179740532633577
2008,8,WA5,NA,NA
2008,8,CLO,0.577222585600848,0.4518240712681386
2008,8,TLA,0.42706788600767687,0.36318268034434753
2008,8,NPA,0.35014985434397805,0.30070944580492265
2008,8,CBA,0.363030577916795,0.29314103206007763
2008,8,BRA,0.25246660138357285,0.2208811035301574
2008,8,OR1,NA,NA
2008,8,CCA,0.31684447194354554,0.24667008053950468
2008,8,ERA,0.33718110378976657,0.26466987937272585
2008,8,BGA,0.2542735155411465,0.20987897188714974
2008,8,BDA,0.3969658555901357,0.33236759627633683
2008,8,SFA,0.6196734219987433,0.44605479218519717
2008,8,MNA,0.441792831581482,0.35982951035589683
2008,8,MRA,0.5553858683562891,0.45702811812987426
2008,8,SBA,0.616118680165019,0.5580637247162028
2008,8,LAA,0.6343611326537693,0.5573737097249771
2008,8,SDA,0.4885228138263684,0.4410626212121237
2008,8,CA2,NA,NA
2008,9,NPS,NA,NA
2008,9,SPS,NA,NA
2008,9,CWA,0.44943773794836467,0.357402986001392
2008,9,CLW,0.4562161145071504,0.3758807148685418
2008,9,WA5,NA,NA
2008,9,CLO,0.4450003454461694,0.37197109423860003
2008,9,TLA,0.29165324483657146,0.2656926696760139
2008,9,NPA,0.27815654567170023,0.23937666181827316
2008,9,CBA,0.2437518722062349,0.2044519878611266
2008,9,BRA,0.23891863385290507,0.1910264147586959
2008,9,OR1,NA,NA
2008,9,CCA,0.296233588353288,0.22100081016070758
2008,9,ERA,0.3134121795880726,0.2394690010962099
2008,9,BGA,0.29318359905336466,0.23203656763459246
2008,9,BDA,0.4932755942099992,0.3895616011196342
2008,9,SFA,0.6767943098848941,0.5086386158013785
2008,9,MNA,0.5343198511979462,0.41587868275931156
2008,9,MRA,0.5830042595563292,0.48904799408984906
2008,9,SBA,0.6523459913623002,0.5908954714248383
2008,9,LAA,0.6115974943644257,0.5556740405717547
2008,9,SDA,0.5515991391464211,0.49950435253500625
2008,9,CA2,NA,NA
2008,10,NPS,NA,NA
2008,10,SPS,NA,NA
2008,10,CWA,0.4821968944675179,0.3756907449160639
2008,10,CLW,0.5206444841345579,0.38621201065237026
2008,10,WA5,NA,NA
2008,10,CLO,0.5149668582976894,0.3869153175827112
2008,10,TLA,0.3547852562847811,0.2867414862668127
2008,10,NPA,0.32367974391911736,0.26179065603564744
2008,10,CBA,0.31538050403724066,0.24960026387269119
2008,10,BRA,0.2213080071676503,0.19034107481518375
2008,10,OR1,NA,NA
2008,10,CCA,0.2771145219149758,0.21646904364995492
2008,10,ERA,0.27781274184394,0.22177016436566033
2008,10,BGA,0.23695868450387192,0.19122481455808854
2008,10,BDA,0.38618444431942567,0.3169346662653872
2008,10,SFA,0.5998732128889217,0.4371782550728449
2008,10,MNA,0.38044288507890817,0.31163928285546644
2008,10,MRA,0.41862260478158153,0.3538277833277354
2008,10,SBA,0.579859549580242,0.5330185373039806
2008,10,LAA,0.5642537717299456,0.5146073679845891
2008,10,SDA,0.4623695994759428,0.4259118651878964
2008,10,CA2,NA,NA
2008,11,NPS,NA,NA
2008,11,SPS,NA,NA
2008,11,CWA,0.35696119204991394,0.2763746872375654
